RelativePath,AuditStatus,HardConstraintsPassed,MaxPowerResidualKW,MaxStorageResidualKG,MaxStorageLowerViolationKG,MaxStorageUpperViolationKG,MaxHBLowerViolation,MaxHBUpperViolation,MaxHBRampViolation,BuySellOverlapKWh,CO2MarginKG,TerminalBacklogKG,MaxBacklogKG
runs/stage5/joint_grid/rolling/v51_contract_plan_and_hb_smoothing_h2q095_l3_soft_hb005_gate_2022_latest.mat,audited,1,1.10594555735588e-09,5.18411980010569e-11,0,7.27595761418343e-12,0,0,3.05311331771918e-15,0,92692.6045369096,3625.24032739742,1457974.65732877
runs/stage5/joint_grid/rolling/v51_contract_plan_and_hb_smoothing_h2q095_l3_soft_hb010_gate_2022_latest.mat,audited,1,6.54836185276508e-10,3.31965566147119e-11,0,3.63797880709171e-12,0,0,3.13638004456607e-15,0,0,3689.55703178892,1457974.65732877
runs/stage5/joint_grid/rolling/v51_contract_plan_and_hb_smoothing_h2q095_l3_soft_hb020_gate_2022_latest.mat,audited,1,5.23868948221207e-10,4.54747350886464e-11,0,7.27595761418343e-12,0,0,1.21014309684142e-14,0,3.72529029846191e-09,5231.93171200849,1457974.65732877
runs/stage5/joint_grid/rolling/v51_contract_plan_and_hb_smoothing_hb005_gate_2022_latest.mat,audited,1,5.82076609134674e-10,2.27373675443232e-11,9.09494701772928e-13,0,0,0,3.05311331771918e-15,0,-2.60770320892334e-08,52365.1330581869,1457974.65732877
runs/stage5/joint_grid/rolling/v51_contract_plan_and_hb_smoothing_hb010_gate_2022_latest.mat,audited,1,5.96628524363041e-10,3.36513039655983e-11,8.18545231595635e-12,1.81898940354586e-12,0,0,3.7470027081099e-15,0,-2.23517417907715e-08,64406.6235902747,1457974.65732877
runs/stage5/joint_grid/rolling/v51_contract_plan_and_hb_smoothing_hb020_gate_2022_latest.mat,audited,0,7.74889485910535e-10,3.50155460182577e-11,3.63797880709171e-12,0,0,0,4.85167461761193e-14,0,-3764.53502403572,103995.619296134,1457974.65732877
runs/stage5/joint_grid/v51_joint_grid_2022_checkpoint.mat,not_dispatch_result,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
runs/stage5/joint_grid/v51_joint_grid_2022_latest.mat,not_dispatch_result,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
runs/stage5/joint_grid_365_progress_smoke/rolling/v51_contract_plan_and_hb_smoothing_gate_2022_latest.mat,audited,1,5.82076609134674e-10,3.54702933691442e-11,1.00044417195022e-11,1.81898940354586e-12,0,0,3.21964677141295e-15,0,3.72529029846191e-09,21709.6984585136,1457974.65732877
runs/stage5/joint_grid_365_progress_smoke/v51_joint_grid_2022_checkpoint.mat,not_dispatch_result,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
runs/stage5/joint_grid_365_progress_smoke/v51_joint_grid_2022_latest.mat,not_dispatch_result,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
runs/stage5/joint_grid_3day_progress_smoke/rolling/v51_contract_plan_and_hb_smoothing_gate_2022_latest.mat,audited,1,7.27595761418343e-12,3.18323145620525e-12,0,0,0,0,0,0,224944.661416438,0,0
runs/stage5/joint_grid_3day_progress_smoke/v51_joint_grid_2022_checkpoint.mat,not_dispatch_result,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
runs/stage5/joint_grid_3day_progress_smoke/v51_joint_grid_2022_latest.mat,not_dispatch_result,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
runs/stage5/joint_grid_3day_smoke_after_fix/rolling/v51_contract_plan_and_hb_smoothing_gate_2022_latest.mat,audited,1,7.27595761418343e-12,3.18323145620525e-12,0,0,0,0,0,0,224944.661416438,0,0
runs/stage5/joint_grid_3day_smoke_after_fix/v51_joint_grid_2022_checkpoint.mat,not_dispatch_result,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
runs/stage5/joint_grid_3day_smoke_after_fix/v51_joint_grid_2022_latest.mat,not_dispatch_result,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
runs/stage5/joint_grid_smoke_after_fix/rolling/v51_contract_plan_and_hb_smoothing_gate_2022_latest.mat,audited,1,5.82076609134674e-10,3.54702933691442e-11,1.00044417195022e-11,1.81898940354586e-12,0,0,3.21964677141295e-15,0,3.72529029846191e-09,21709.6984585136,1457974.65732877
runs/stage5/joint_grid_smoke_after_fix/v51_joint_grid_2022_latest.mat,not_dispatch_result,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
runs/stage5/joint_grid_smoke_h2_after_fix/rolling/v51_contract_plan_and_hb_smoothing_h2q050_l1_soft_cp025_hb005_gate_2022_latest.mat,audited,0,8.51287040859461e-10,2.27373675443232e-11,4.54747350886464e-12,0,0,0,3.05311331771918e-15,0,-448.391107555479,50762.518651816,1457974.65732877
runs/stage5/joint_grid_smoke_h2_after_fix/v51_joint_grid_2022_latest.mat,not_dispatch_result,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
